,img_name,question,h,r,t,answer,fold
12772,130301420220819140639.jpg,이미지 속 난방과 관련된 것은 뭘까?,Stove,subject,Heating system,a stove,5.0
12773,110400420220714180033.jpg,이미지 속 보행자 시설은 뭐야?,guardrail,subject,Pedestrian_Facilities,Guardrail,5.0
12774,120202720220624175417.jpg,이미지 속 가축은 뭐야?,Cattle,subject,Livestock,cows,5.0
12775,122201920220728184909.jpg,이미지 속 통가의 상징에 해당하는 새는 무엇일까?,Columbidae,subject,symbol of Tonga,pigeon,5.0
12776,114800420220720111005.jpg,이미지 안 교사는 무슨 공무원에 속할까?,Teacher,subject,Civil service,education,5.0
12777,110300520220801182817.jpg,이미지 안 하드 디스크 드라이브는 무엇에 속할까?,Hard disk drive,subject,computer_storage_medium,Computer storage media,5.0
12778,140100220220830173655.jpg,이미지에서 생강목에 해당하는 열대 과일은 무엇이지?,Banana,subject,Tropical fruit,banana,5.0
12779,140300120220701112113.jpg,버섯은 무엇에 속할까?,Mushroom,subject,Fungus,fungi,5.0
12780,130501420220818101815.jpg,이미지 속 수소 화합물은 뭘까?,Water,subject,hydrogen_compound,the water,5.0
12781,130701120220803181703.jpg,앉아서 긴장을 푸는 용도인 이미지 속 가구는 뭐야?,a rocking chair,UsedFor,sitting down on,rocking chair,5.0
12782,142000520220727152544.jpg,이미지 내 씨앗과 견과류는 무엇이니?,chestnut_(fruit),subject,seeds and nuts,the night,5.0
12783,120203920220707170128.jpg,이미지 안에서 포유류에 속한 사슴은 무엇에 포함될까?,Deer,class,Mammal,Ruminant,5.0
12784,122200120220707170337.jpg,갈매기는 무엇에 속하니?,Common gull,order,Charadriiformes,Charadriiformes,5.0
12785,122600720220722103242.jpg,이미지에 있는 해산물의 목은 무엇이지?,Mytilus unguiculatus,subject,Seafood,Ostreida,5.0
12786,110501520220801134435.jpg,이미지 속 농업용 건축물은 무엇이니?,Greenhouse,subject,Agricultural_Building,greenhouse,5.0
12787,122101320220915173758.jpg,이미지 속 절지동물의 아문은 뭐니?,Merostomata,phylum,Arthropod,chelicerata,5.0
12788,160800520220808114527.jpg,이미지 속 건설기계는 뭐야?,Crane (machine),subject,Heavy equipment,acarine,5.0
12789,130100220220627164632.jpg,이미지 속에 사람은 무슨 동물이야?,Human,infraorder,Simian,Simian,5.0
12790,130600920220805142427.jpg,이미지 속 민족 의상은 뭐야?,Kimono,subject,ethnic_costume,kimono,5.0
12791,110300420220801173213.jpg,콤팩트 카세트는 무엇의 저장 매체지?,Cassette tape,subject,sound_storage_medium,sound,5.0
12792,120200820220623144121.jpg,이미지 속 포유강에 속하는 것의 목은 무엇일까?,Fox,class,Mammal,Carnivora,5.0
12793,150100420220824132923.jpg,이미지 속 발리볼이 최초로 올림픽을 개최한 연도는 언제니?,Volleyball,nickname,Volleyball,1964,5.0
12794,130800620220715135630.jpg,이미지 속 미술에 사용하는 것은 뭐지?,Ink brush,subject,Fine art,brushes,5.0
12795,120204820220715104658.jpg,이미지 속 가축은 무엇에 속하는 동물이야?,Llama,subject,Livestock,a mammal,5.0
12796,120200820220623144847.jpg,이미지 속 개과에 해당하는 포유류는 뭐니?,Fox,subject,Canidae,fox,5.0
12797,130200820220906100851.jpg,이미지 내 박목에 해당하는 식물은 뭘까?,Cucumber,kingdom,Plant,cucumber,5.0
12798,140200620220715181121.jpg,감자는 무엇에 속하는 식물이지?,Potato,unclassified_class,Eudicots,Eudicot plant,5.0
12799,114500220220719135920.jpg,이미지 안의 자신을 촬영하는 것을 뭐라고 해?,Selfie,subject,Cinematography,Self-camera,5.0
12800,133500320220829163150.jpg,이미지 속 휴대용 도구는 어느 나라의 발명품일까?,Swiss Army knife,subject,portable_tool,switzerland,5.0
12801,141800820220727111834.jpg,토란의 과는 무엇이니?,Taro,family,Araceae,Araceae,5.0
12802,110501120220729103615.jpg,이미지 내 건축물의 구조를 결정 할 때 가장 중요한 것은 무엇을 유지하는 일이야?,Breakwater (structure),subject,Building,Stability,5.0
12803,111201320220927153616.jpg,이미지에서 실크스크린 인쇄와 관련 있는 것은 뭐지?,silk screen printing,RelatedTo,stencil,stencil,5.0
12804,120100220220622152411.jpg,이미지 속 벌은 어떤 동물이니?,bee_(insect),phylum,Arthropod,arthropod,5.0
12805,122000420220721164215.jpg,이미지 속 환형동물이 해당하는 강은 뭐야?,lug,subject,Annelid,Polychaete,5.0
12806,120209420220802173410.jpg,이미지 안 포유류의 이름을 뭐라고 해?,Coyote,class,Mammal,coyote,5.0
12807,120800220220831133443.jpg,이미지에 있는 척삭동물의 강은 뭘까?,Goldfish,class,Actinopterygii,Actinopteri,5.0
12808,115201020221013173013.jpg,이미지에서 휘감는 것은 무엇이니?,reel,IsA,winder,reel,5.0
12809,141403120220726152559.jpg,이미지 속 원예 식물의 과는 뭐야?,Cycas revoluta,subject,Gardening_Plants,Cycas,5.0
12810,132901620220722135001.jpg,이미지에서 엘살바도르의 상징인 모자는 뭐야?,Phrygian cap,subject,The symbol of El Salvador,phrygian cap,5.0
12811,120207120220810155937.jpg,이미지 속 치타는 무슨 문에 속하는 동물이지?,Cheetah,kingdom,Animal,chordate,5.0
12812,114800820220719155110.jpg,이미지 속 카메라와 관련된 사람은 누굴까?,camera,RelatedTo,photographer,Photographer,5.0
12813,130303120220914105211.jpg,이미지 속 안전 장비는 어느 나라의 발명품일까?,Lightning rod,subject,american_invention,usa,5.0
12814,120201620221121173636.jpg,이미지 속 척추동물이 해당하는 상목은 뭐야?,Human,superorder,Euarchontoglires,Euarchontoglires,5.0
12815,120200620220819162706.jpg,이미지 안 동물의 목은 뭐지?,Cat,kingdom,Animal,Carnivora,5.0
12816,120800520220708151158.jpg,이미지 내 잉어는 무슨 동물에 속하니?,Eurasian carp,class,Actinopterygii,Actinopteri,5.0
12817,111500220220706152550.jpg,광대는 어디에 속해있을까?,Clown,subject,Circus,circus,5.0
12818,130900720220715163653.jpg,이미지 속 컴퓨터 입력 장치는 뭐지?,Joystick,subject,Input device,joystick,5.0
12819,121500120220707132217.jpg,이미지 속 빈치류에 속하는 동물은 뭐니?,Anteater,subject,Xenarthra,anteater,5.0
12820,151100720220713110744.jpg,이미지 안의 스포츠 시설은 뭐야?,Health club,subject,Sports_Facilities,a health club,5.0
12821,110201020220621153330.jpg,이미지 속 샌드위치는 어느 나라 요리니?,Sandwich,subject,British cuisine,great britain,5.0
12822,120101920220819181214.jpg,이미지 안 절지동물의 목은 뭐니?,Japanese rhinoceros beetle,order,Beetle,coleoptera,5.0
12823,180300320220915160101.jpg,이미지 속 영장류에 해당하는 척삭동물은 뭐니?,Human,order,Primate,people,5.0
12824,141403920220726153613.jpg,토끼풀의 미분류문은 무엇이니?,Clover,unclassified_phylum,Flowering plant,ia genus,5.0
12825,122200920220707172335.jpg,이미지에 있는 동물은 어떤 목에 속할까?,owl,kingdom,Animal,Strigiformes,5.0
12826,130800420220628152118.jpg,이미지 안 절지동물은 어떤 목에 속할까?,Caelifera,subject,Orthoptera,Orthoptera,5.0
12827,150102120220718135251.jpg,이미지 속 올림픽 경기 종목의 이름은 무엇일까?,Water polo,subject,Olympic sports,water polo,5.0
12828,120201420220623171447.jpg,이미지 속 직비원류 원숭이하목에 해당하는 건 뭘까?,Monkey,suborder,Haplorhini,a monkey,5.0
12829,121900520221014161047.jpg,이미지 내 동물은 무슨 아과에 속하니?,Japanese sea lion,kingdom,Animal,Otariinae,5.0
12830,133700620220722181821.jpg,이미지 속 램프에 해당하는 전자 부품은 뭐야?,Light bulb,subject,Electronic component,electrical light,5.0
12831,120800420220708135759.jpg,이미지 속 상어는 무슨 동물에 속할까?,Shark,subphylum,Vertebrate,vertebrate,5.0
12832,130701120220803175447.jpg,이미지 속 휴식하는 것과 관련있는 의자는 뭐야?,a rocking chair,UsedFor,resting,rocking chair,5.0
12833,122202820220728174201.jpg,이미지에 있는 한국의 텃새는 어떤 문에 속할까?,Eurasian tree sparrow,subject,Korean_resident bird,chordate,5.0
12834,130400220220627174458.jpg,청진기는 어느 나라에서 발명되었을까?,Stethoscope,subject,French invention,France,5.0
12835,141601720220907102806.jpg,이미지 안 마디풀과의 목은 뭐니?,Sorrel,subject,Polygonaceae,Caryophyllales,5.0
12836,120203920220707165050.jpg,이미지 안 사슴은 무슨 부류에 속하니?,Deer,suborder,Ruminant,Ruminant,5.0
12837,110201420220714183704.jpg,이미지 속 중국의 전채 요리는 무엇이야?,Spring roll,subject,Appetizer,Spring roll,5.0
12838,120208320220802180215.jpg,이미지 내 물소의 계는 뭐니?,Water buffalo,kingdom,Animal,a animal,5.0
12839,120101020220707164135.jpg,이미지 속 파리는 무엇에 해당하는 동물이니?,Muscomorpha,infraorder,housefly suborder,Housefare,5.0
12840,117700520220919132850.jpg,이미지 속 줄무늬가 있는 장식 미술은 무엇이지?,Cloisonné,subject,decoration_art,marbling,5.0
12841,121000120220830153130.jpg,이미지 내 고생물학과 관련 있는 극피동물은 뭐야?,Starfish,subject,Echinoderm,starfish,5.0
12842,180200420220919182535.jpg,이미지에 있는 동물의 하목은 무엇이지?,Human,kingdom,Animal,Simian,5.0
12843,141204020220805115350.jpg,데이지의 과는 무엇일까?,Bellis perennis,family,Asteraceae,chrysanthemum,5.0
12844,134100620220725104016.jpg,이미지 내 산스크리트어 단어로 된 불교 용품은 무엇이지?,Vajra,subject,Buddhism_Supplies,vajra,5.0
12845,110501120220817174117.jpg,이미지 내 피에르 페르두와 관련 있는 건축물은 뭐야?,Breakwater (structure),subject,Building,cofferdam,5.0
12846,120202720220624180612.jpg,이미지 안의 거대동물을 뭐라고 부를까?,Cattle,subject,Megafauna,cows,5.0
12847,140800320220711113830.jpg,이미지 안 포도과에 속한 식물은 무엇을 이용하여 바위나 나무 등을 기어올라가니?,Parthenocissus tricuspidata,subject,Vitaceae,sucker,5.0
12848,110101620220811175445.jpg,이미지 속 금관 악기는 뭐니?,Trumpet,subject,Brass instrument,trumpet,5.0
12849,130900720220928151117.jpg,이미지 안 게임 컨트롤러에 속하는 것은 뭐지?,Joystick,subject,Game controller,joystick,5.0
12850,110200720220621134013.jpg,이미지 안의 빵은 어느 나라 요리야?,Pretzel,subject,German cuisine,Germany,5.0
12851,160400920220714155341.jpg,이미지 속 산화물에 속하는 물은 무슨 종교에서 전례용품으로 쓰이니?,Water,subject,Oxide,Catholicity,5.0
12852,120210720220913104433.jpg,이미지 속 산에 있는 미국의 상징은 뭐야?,mountain,RelatedTo,hill,great bear,5.0
12853,120209420220802154831.jpg,이미지에서 식육목에 해당하는 동물은 뭐니?,Coyote,kingdom,Animal,coyote,5.0
12854,120209520220803111943.jpg,이미지 내 소과인 큰뿔양은 무슨 목에 속해?,Bighorn sheep,subject,Bovidae,Artiodactyla,5.0
12855,120202420220624145540.jpg,이미지에서 말레이시아의 상징이며 식육목에 속하는 것은 뭐야?,Tiger,subject,symbol of malaysia,tiger,5.0
12856,111800520220706150938.jpg,이미지 속 유제품은 무엇이야?,milk,subject,Dairy product,milk,5.0
12857,120203020220624145352.jpg,이미지 안의 초식동물은 무엇이니?,Giant panda,subject,Herbivore,giant panda,5.0
12858,132501120220721171056.jpg,이미지 속 포유류에 속하는 동물의 문은 뭘까?,Cattle,class,Mammal,chordate,5.0
12859,120203820220707155610.jpg,이미지 내 박쥐는 무슨 부류에 속해 있니?,Bat,class,Mammal,a mammal,5.0
12860,130601220220802182939.jpg,이미지 속 인도의 상징은 뭐니?,Spinning wheel,subject,symbol of india,potter's wheel,5.0
12861,111800220220706143822.jpg,이미지 안 사람은 어디에 해당하는 동물이야?,Human,superorder,Euarchontoglires,Euarchontoglires,5.0
12862,113400320220718174722.jpg,이미지 속 쥐를 포획하기 위한 것은 뭐야?,Mousetrap,subject,Mouse,mousetrap,5.0
12863,120500120220901135639.jpg,이미지 속 양서류는 어떤 목에 해당할까?,Frog,class,Amphibian,frog,5.0
12864,110201020220621154409.jpg,이미지에서 사람 이름을 딴 미국 요리는 무엇일까?,Sandwich,subject,American cuisine,sandwiches,5.0
12865,120100420220622171415.jpg,이미지 안 잠자리는 무슨 동물이니?,Odonata,phylum,Arthropod,arthropod,5.0
12866,140800520220708174424.jpg,이미지에 식물은 어느 속에 속하니?,Hedera helix,genus,Hedera,Hedera,5.0
12867,140401220220711133511.jpg,완두는 무엇에 속하는 식물이야?,Pea,unclassified_order,Rosids,Rosids,5.0
12868,110100720220809174214.jpg,이미지에서 기명악기는 무엇이지?,French horn,subject,Aerophone,french horn,5.0
12869,133100220220722135935.jpg,이미지 속 숲길에서 건축재료와 관련된 것은 뭐야?,Plank (wood),subject,Building material,plank,5.0
12870,130100220220627171247.jpg,이미지 내 활은 무슨 활동을 할 때 쓰이는 무기일까?,Bow (weapon),subject,Weapon,outdoor,5.0
12871,120104620220720132848.jpg,이미지에 있는 절지동물은 어떤 상과에 포함되니?,Pieris rapae,phylum,Arthropod,Papilionoidea,5.0
12872,120805220220810165736.jpg,이미지 안 연어과에 속하는 무지개송어의 강은 뭘까?,Rainbow trout,subject,Salmonidae,Actinopteri,5.0
12873,140200720220718110815.jpg,고구마는 무엇에 속하지?,Sweet potato,genus,Ipomoea,Ipomoea,5.0
12874,150100120220707103140.jpg,이미지 속의 야구는 어떤 종목이야?,Baseball,category,Ball game,Ball game,5.0
12875,114700220220719170638.jpg,이미지 속 복층 주택을 뭐라고 부를까?,duplex house,IsA,house,Duplex (building),5.0
12876,141203020220726141957.jpg,이미지 안 속씨식물은 어떤 목에 속하지?,Portulaca oleracea,order,Caryophyllales,Caryophyllales,5.0
12877,120400120220624165728.jpg,이미지 안의 동물은 무엇에 속할까?,Turtle,class,Reptile,a reptile,5.0
12878,111500420220706183453.jpg,이미지 속 경기도의 문화재는 뭐라고 부르니?,Tightrope walking,subject,Gyeonggi-do's cultural assets,ropewalk,5.0
12879,140100120220830155821.jpg,이미지 속 진정쌍떡잎식물의 아과는 무엇이니?,Apple,unclassified_class,Eudicots,Maleae,5.0
12880,111200620220706113413.jpg,이미지 속 과일은 어떤 속에 포함되는 과일이야?,Lemon,subject,Culinary fruit,Citrus,5.0
12881,132302620220711133136.jpg,이미지 내 터빈은 어떤 엔진이야?,Turbine,subject,Jet engine,jet d eau,5.0
12882,120205120220715144612.jpg,이미지 속 식육목은 무슨 부류야?,Jaguar,class,Mammal,a mammal,5.0
12883,130800620220824113615.jpg,이미지에서 필기 도구를 뭐라고 하지?,Ink brush,subject,Writing implement,pole,5.0
12884,110400820220913151725.jpg,이미지에 있는 도로 시설물은 어떤 학문과 관련이 있니?,Milestone,subject,road_facility,Metrology,5.0
12885,122202620220728151102.jpg,이미지에 있는 한국의 여름철새의 문은 뭘까?,Barn swallow,subject,Korea's summer migratory birds,chordate,5.0
12886,160100320220713172507.jpg,이미지 안 스코틀랜드에서 발명한 탈것의 이름이 뭐야?,Bicycle,subject,Vehicle,bikes,5.0
12887,121000120220830154958.jpg,이미지 속 극피동물의 강은 무엇이지?,Starfish,class,Starfish,Asteroidea,5.0
12888,141400520220711152406.jpg,대나무는 어디에 해당하는 원예 식물이니?,Bamboo,subject,Gardening_Plants,Poales,5.0
12889,121500220220707134439.jpg,이미지 속 나무늘보는 무엇에 해당하는 척삭동물일까?,Sloth,order,Pilosa,Pilosa,5.0
12890,120102020220715140915.jpg,이미지 안 집게벌레는 무엇에 속해?,Forficulidae,subclass,Pterygota,Pterygota,5.0
12891,120800420220708135545.jpg,이미지 안 상어는 어떤 동물이야?,Shark,phylum,Chordate,chordate,5.0
12892,120200420220622163912.jpg,이미지 속 포유류에 속한 가축을 뭐라고 할까?,Camel,subject,Livestock,camel,5.0
12893,120101220220715132636.jpg,이미지 속 메뚜기목에 해당하는 동물의 이름은 뭐야?,Caelifera,subject,Orthoptera,grasshopper,5.0
12894,150100420220628182237.jpg,이미지 안 발리볼이 별칭인 스포츠는 무슨 연맹에 속할까?,Volleyball,nickname,Volleyball,Fédération Internationale de Volleyball,5.0
